Provider	Pubish.with.IWGSC..Y.N.	run_accession	scientific_name	secondary_study_accession	High level variety	High level tissue	High level age	High level stress-disease	Variety	Tissue	Age	Stress-disease	Comments	DOI	Intermediate	Intermediate stress
SRA	Y	ERR1201759	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 3 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR305287	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR1201758	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 3 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201757	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 36 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201756	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 36 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201755	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 36 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201754	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 24 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201753	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 24 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201752	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 24 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201751	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 12 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201750	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 12 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR1201749	Triticum aestivum	ERP013829	other	spike	reproductive	disease	NIL38 from BC55F2 Remus in CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 12 hours		"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger"	spikelets	NA
SRA	Y	ERR305289	Triticum aestivum	ERP003465	other	spike	reproductive	disease	CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	SRR3822112	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	none	Chara	coleoptile	3 days 	mock inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	No stress control
SRA	Y	SRR3822110	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	disease	Chara	coleoptile	3 days 	Fusarium pseudograminearum inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	Fusarium pseudograminearum study2
SRA	Y	SRR3822108	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	disease	Chara	coleoptile	3 days 	Fusarium pseudograminearum inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	Fusarium pseudograminearum study2
SRA	Y	SRR3822106	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	disease	Chara	coleoptile	3 days 	Fusarium pseudograminearum inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	Fusarium pseudograminearum study2
SRA	Y	SRR3822104	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	none	Chara	coleoptile	3 days 	mock inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	No stress control
SRA	Y	SRR3822102	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	none	Chara	coleoptile	3 days 	mock inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	No stress control
SRA	Y	SRR3822100	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	none	Chara	coleoptile	3 days 	mock inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	No stress control
SRA	Y	SRR3822098	Triticum aestivum	SRP078208	other	leaves/shoots	seedling	disease	Chara	coleoptile	3 days 	Fusarium pseudograminearum inoculation 36 hours		https://doi.org/10.1093/aob/mcw207	seedling aerial tissues	Fusarium pseudograminearum study2
SRA	Y	ERR1360193	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360192	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR305295	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR1360191	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360190	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360189	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360188	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360187	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360186	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae symptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360185	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360184	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360183	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360182	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR305321	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL3 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR1360181	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360180	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360179	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	ERR1360178	Triticum aestivum	ERP015130	other	leaves/shoots	reproductive	disease	unknown (Bangladesh)	leaf	grain filling	Magnaporthe oryzae asymptomatic		https://doi.org/10.1186/s12915-016-0309-7	flag leaf	NA
SRA	Y	SRR3098735	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3098734	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3098733	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Gemmiza 10	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	SRR3098732	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Gemmiza 10	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	SRR3098731	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3098730	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	DRR003159	Triticum aestivum	DRP000768	Chinese Spring	leaves/shoots	vegetative	abiotic	Chinese Spring	shoots	24 days	Phosphorous starvation 10 days		doi: 10.1186/1471-2164-14-77	vegetative aerial tissues	Phosphorous starvation 10 d shoots
SRA	Y	ERR305313	Triticum aestivum	ERP003465	other	spike	reproductive	none	CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	SRR3098729	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3098728	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3098727	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3098726	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3098725	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Giza 168	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	SRR3098724	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Giza 168	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	SRR3089153	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089152	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089151	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Gemmiza 10	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	SRR3089150	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Gemmiza 10	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	ERR305323	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL2 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	SRR3089149	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089148	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089147	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089146	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Giza 168	leaf	9 days	PEG 6000 2 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089145	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089144	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	abiotic	Gemmiza 10	leaf	9 days	PEG 6000 12 hours		can't find manuscript	seedling aerial tissues	PEG 6000
SRA	Y	SRR3089143	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Giza 168	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	SRR3089142	Triticum aestivum	SRP068165	other	leaves/shoots	seedling	none	Giza 168	leaf	9 days	none		can't find manuscript	seedling aerial tissues	No stress control
SRA	Y	SRR3090695	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM ABA inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090694	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM ABA inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	ERR305305	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL4 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	SRR3090693	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM ABA inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090692	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM ABA inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090691	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM ABA inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090690	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM giberellic acid inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090689	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM giberellic acid inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090580	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM giberellic acid inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090579	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM giberellic acid inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090578	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum and 1mM giberellic acid inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090577	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090574	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	ERR305282	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	SRR3090007	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3090006	Triticum aestivum	SRP068156	other	spike	reproductive	disease	Fielder	spikelets	anthesis	Fusarium graminearum inoculation 24 hours		http://dx.doi.org/10.1094/PHYTO-01-16-0033-R	spikelets	NA
SRA	Y	SRR3068482	Triticum aestivum	SRP067916	Chinese Spring	leaves/shoots	reproductive	none	Chinese Spring	flag leaf	30 dpa	none		can't find manuscript	flag leaf	NA
SRA	Y	SRR3068481	Triticum aestivum	SRP067916	Chinese Spring	leaves/shoots	reproductive	none	Chinese Spring	flag leaf	25 dpa	none		can't find manuscript	flag leaf	NA
SRA	Y	SRR3068477	Triticum aestivum	SRP067916	Chinese Spring	leaves/shoots	reproductive	none	Chinese Spring	flag leaf	15 dpa	none		can't find manuscript	flag leaf	NA
SRA	Y	SRR3068439	Triticum aestivum	SRP067916	Chinese Spring	leaves/shoots	reproductive	none	Chinese Spring	flag leaf	anthesis	none		can't find manuscript	flag leaf	NA
SRA	Y	SRR3068387	Triticum aestivum	SRP067916	Chinese Spring	leaves/shoots	reproductive	none	Chinese Spring	flag leaf	Ear emergence	none		can't find manuscript	flag leaf	NA
SRA	Y	ERR305303	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	SRR2584370	Triticum aestivum	SRP064598	other	spike	reproductive	abiotic	Svilena	microspores	first visible karyokinesis	tissue culture following 10 days cold treatment		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	SRR2584369	Triticum aestivum	SRP064598	other	spike	reproductive	abiotic	Svilena	microspores	first visible karyokinesis	tissue culture following 10 days cold treatment		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	SRR2584352	Triticum aestivum	SRP064598	other	spike	reproductive	abiotic	Svilena	microspores	first visible karyokinesis	tissue culture following 10 days cold treatment		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	SRR2584351	Triticum aestivum	SRP064598	other	spike	reproductive	abiotic	Svilena	microspores	enlarged microspores with a star-like structure	10 days cold treatment		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	SRR2584349	Triticum aestivum	SRP064598	other	spike	reproductive	abiotic	Svilena	microspores	enlarged microspores with a star-like structure	10 days cold treatment		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	SRR2584347	Triticum aestivum	SRP064598	other	spike	reproductive	abiotic	Svilena	microspores	enlarged microspores with a star-like structure	10 days cold treatment		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	SRR2584341	Triticum aestivum	SRP064598	other	spike	reproductive	none	Svilena	microspores	late vacuolated uninucleate stage	none		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	ERR305332	Triticum aestivum	ERP003465	other	spike	reproductive	none	CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	SRR2584319	Triticum aestivum	SRP064598	other	spike	reproductive	none	Svilena	microspores	late vacuolated uninucleate stage	none		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	SRR2584304	Triticum aestivum	SRP064598	other	spike	reproductive	none	Svilena	microspores	late vacuolated uninucleate stage	none		http://doi.org/10.1186/s12870-016-0782-8	microspores	NA
SRA	Y	ERR789103	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	disease	Riband	second leaf	17 days	Zymoseptoria tritici inoculation 1 day		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	ERR789102	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	disease	Riband	second leaf	17 days	Zymoseptoria tritici inoculation 1 day		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	ERR789101	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 21 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789100	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 21 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789096	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 14 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789095	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 9 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789094	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 9 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789093	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 9 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR305301	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL4 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR789092	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 4 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789091	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 4 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789090	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 4 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789089	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 1 day		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789088	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 1 day		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789087	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	none	Riband	second leaf	17 days	mock inoculation 1 day		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	No stress control
SRA	Y	ERR789115	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	disease	Riband	second leaf	17 days	Zymoseptoria tritici inoculation 21 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	ERR789114	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	disease	Riband	second leaf	17 days	Zymoseptoria tritici inoculation 21 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	ERR789113	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	disease	Riband	second leaf	17 days	Zymoseptoria tritici inoculation 14 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	ERR789108	Triticum aestivum	ERP009837	other	leaves/shoots	seedling	disease	Riband	second leaf	17 days	Zymoseptoria tritici inoculation 9 days		http:/dx.doi.org/10.1104/pp.114.255927 	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	ERR305319	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL3 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
